"Appearance","Tampilan",""
"Language","Bahasa",""
"Select Language","Pilih Bahasa",""
"Theme","Tema",""
"Notifications","Notifikasi",""
"Receipt Settings","Pengaturan Tanda terima/Kuitansi",""
"Hardware","Perangkat",""
"POS Profile","POS Profil",""
"Network connection error","Tidak ada koneksi jaringan.",""
"Session expired, please login again","Sesi telah berakhir. Silakan masuk kembali.",""
"Insufficient stock for {0}","stok item tidak mencukupi {0}",""
"Invalid quantity","Jumlah (kuantitas) tidak valid",""
"Please select a customer","Pilih pelanggan terlebih dahulu.ً",""
"Payment processing failed","Pembayaran gagal",""
"An unexpected error occurred","Terjadi kesalahan yang tidak terduga.",""
"This field is required","Kolom ini wajib diisi.",""
"Minimum length is {0} characters","Panjang minimum adalah {0} karakter",""
"Maximum length is {0} characters","Panjang maksimum adalah {0} karakter",""
"Please enter a valid email address","Alamat email tidak valid",""
"Please enter a valid phone number","Nomor telepon tidak valid",""
"Please enter a valid number","Silakan masukkan nomor yang valid.",""
"Value must be positive","Nilai harus positif.",""
"Customer Credit","Saldo/Kredit Pelanggan",""
"Available Credit","Saldo/Kredit yang Tersedia",""
"Payment Methods","Metode Pembayaran",""
"Cash","Uang Tunai",""
"Card","Kartu Bank",""
"Wallet","Dompet Elektronik",""
"Bank Transfer","Transfer Bank",""
"Item","Item",""
"Items","Item",""
"1 item","1 Item",""
"{0} items","{0} items",""
"Invoice Summary","Ringkasan Faktur",""
"Quantity","Kuantitas",""
"Price","Harga",""
"Subtotal","Subtotal",""
"Custom Amount","Jumlah yang dialokasikan",""
"Enter amount","Input Jumlah",""
"Apply","Terapkan Kupon",""
"Apply Coupon","Terapkan Kupon",""
"Coupon Code","Kode Kupon",""
"Remove","Hapus",""
"Add","Tambah",""
"Update","Perbaharui",""
"Refresh","Segarkan",""
"Reload","Muat ulang",""
"Print","Cetak",""
"Download","Unduh",""
"Upload","Unggah",""
"Import","Impor",""
"Export","Ekspor",""
"Filter","Saring",""
"Sort","Sortir",""
"Ascending","Naik",""
"Descending","Turun",""
"All","Semua",""
"None","Tidak Ada",""
"Select All","Pilih Semua",""
"Deselect All","Batalkan Semua Pilihan",""
"Name","Nama",""
"Email","Email",""
"Phone","Telepon",""
"Address","Alamat",""
"City","Kota",""
"State","Provinsi",""
"Country","Nagara",""
"Postal Code","Kode Pos",""
"Notes","Catatan",""
"Description","Keterangan",""
"Category","kategori",""
"Type","Jenis",""
"Unit","Unit",""
"Stock","Stok Persediaan",""
"Available","Tersedia",""
"Out of Stock","Stok Habis",""
"Low Stock","Stok Menipis",""
"In Stock","Stok Tersedia",""
"Barcode","Barocde",""
"SKU","Kode Barang (SKU)",""
"Image","Gambar",""
"Gallery","Galeri",""
"Product","Produk",""
"Products","Produk",""
"Service","Layanan",""
"Services","Layanan",""
"Order","Pesanan",""
"Orders","Pesanan",""
"Invoice","Faktur",""
"Invoices","Faktur",""
"Payment","Pembayaran",""
"Payments","Pembayaran",""
"Receipt","Kuitansi",""
"Receipts","Kuitansi",""
"Refund","Pengembalian Dana",""
"Refunds","Pengembalian Dana",""
"Return","Pengembalian",""
"Returns","Pengembalian",""
"Sale","Penjualan",""
"Sales","Penjualan",""
"Purchase","Pembelian",""
"Purchases","Pembelian",""
"Report","Laporan",""
"Reports","Laporan",""
"Dashboard","Dasbor",""
"Home","Home",""
"Profile","Profil",""
"Account","Akun",""
"Logout","Keluar",""
"Login","Masuk",""
"Sign In","Masuk",""
"Sign Up","Daftar",""
"Register","Pendaftaran",""
"Password","Kata Sandi",""
"Username","Nama Pengguna",""
"Remember Me","Ingatkan Saya",""
"Forgot Password?","Lupa Kata Sandi?",""
"Reset Password","Atur Ulang Kata Sandi",""
"Change Password","Ganti Kata Sandi",""
"Old Password","kata Sandi Lama",""
"New Password","Kata Sandi Baru",""
"Confirm Password","Konfirmasi Kata Sandi",""
"Today","Hari Ini",""
"Yesterday","Kemarin",""
"This Week","Pekan Ini",""
"Last Week","Pekan Lalu",""
"This Month","Bulan Ini",""
"Last Month","Bulan Lalu",""
"This Year","Tahun Ini",""
"Last Year","Tahun Lalu",""
"Custom Range","Kustom Periode",""
"From","Dari",""
"To","Ke",""
"Start Date","Tanggal Mulai",""
"End Date","tanggal Berakhir",""
"Time","Waktu",""
"Hour","Jam",""
"Hours","Jam",""
"Minute","Menit",""
"Minutes","Menit",""
"Second","Detik",""
"Seconds","Detikٍ",""
"Day","Hari",""
"Days","Hari",""
"Week","Minggu",""
"Weeks","Pekan",""
"Month","Bulan",""
"Months","Bulan",""
"Year","Tahun",""
"Years","Tahun",""
"Are you sure?","Anda Yakin?",""
"This action cannot be undone","Tindakan ini tidak bisa dibatalkan",""
"Confirm Delete","Konfirmasi Penghapusan",""
"Confirm Action","Konfimasi Tindakan",""
"Processing...","Proses sedang berlangsung...",""
"Please wait...","Mohon tunggu...",""
"Saving...","Menyimpan...",""
"Loading data...","Memuat data...",""
"No data available","Tidak ada data yang tersedia",""
"No results found","Tidak ada hasil yang ditemukan",""
"Search results","Hasil pencarian",""
"Showing {0} to {1} of {2} entries","Menampilkan {0} sampai {1} dari {2} entri",""
"Page","Halaman",""
"Previous","Sebelumnya",""
"Next","Lanjut",""
"First","Pertama",""
"Last","Terakhir",""
"per page","per halaman",""
"View","Lihat",""
"View Shift","Lihat Shift",""
"View Details","Lihat Detail",""
"Edit Details","Sunting Detail",""
"Copy","Salin",""
"Duplicate","Gandakan",""
"Archive","Arsip",""
"Restore","Pulihkan",""
"Move","Pindah",""
"Rename","Ganti Nama",""
"Share","Bagikan",""
"Download PDF","Unduh PDF",""
"Send Email","Kirim Email",""
"Print Invoice","Cetak Faktur",""
"Email Invoice","Kirim(Email) Faktur",""
"Mark as Paid","Tandai sebagai Dibayar",""
"Mark as Unpaid","Tandai sebagai Belum Bayar",""
"Payment Received","Pembayaran Diterima",""
"Payment Pending","Pembayaran Tertunda",""
"Payment Failed","Pembayaran Gagal",""
"Completed","Menyelesaikan",""
"Pending","Tertunda",""
"Processing","Memproses",""
"Cancelled","Dibatalkan",""
"Refunded","Dikembalikan",""
"Submitted","Mengirim",""
"Approved","Disetujui",""
"Rejected","Rejected",""
"Active","Aktif",""
"Inactive","Tidak Aktif",""
"Enabled","Diaktifkan",""
"Disabled","Tidak Diaktifkan",""
"Online","Online",""
"Offline","Offline",""
"Connected","Terhubung",""
"Disconnected","Terputus",""
"Synced","Tersinkronisasi",""
"Not Synced","Tidak Tersinkronisasi",""
"Syncing...","Sinkronisasi sedang berlangsung...",""
"Last Sync","Sinkronisasi Terakhir",""
"Sync Now","Sinkronkan Sekarang",""
"Auto Sync","Sinkronisasi Otomatis",""
"Manual Sync","sinkronisasi manual",""
"Clear Cache","Hapus Cache",""
"Reset Settings","Atur Ulang Pengaturan",""
"Restore Defaults","Pulihkan Pengaturan Bawaan",""
"About","Tentang",""
"Help","Bantuan",""
"Support","Dukungan Teknis",""
"Documentation","Paduan Pengguna",""
"Version","Versi",""
"License","Lisensi",""
"Privacy Policy","Kebijakan Privasi",""
"Terms of Service","Ketentuan Layanan",""
"Contact Us","Hubungi Kami",""
"Feedback","Masukan",""
"Rate Us","Beri Peringkat Aplikasi Ini",""
"More","Lagi",""
"Less","Lebih sedikit",""
"Show More","Tampilkan Lebih Banyak",""
"Show Less","Tampilkan Lebih Sedikit",""
"Expand","Memperluas",""
"Collapse","Memperkecil",""
"Full Screen","Layar Penuh",""
"Exit Full Screen","Keluar dari Layar Penuh",""
"Shift Open:","Shift Dibuka:",""
"Offline ({0} pending)","Offline ({0} tertunda)",""
"Online - Click to sync","Online - Klik untuk menyinkronkan",""
"Offline mode active","Anda sedang dalam mode 'Offline'",""
"Online mode active","Anda sedang dalam mode 'Online'",""
"Cache","Cache",""
"Items:","Semua Item:",""
"Last Sync:","Sinkronisasi Terakhir:",""
"Auto-Sync:","Sinkronisasi Otomatis:",""
"Refreshing...","Memuat ulang...",""
"Refresh Items","Muat Ulang Item",""
"Refreshing items...","Sedang memuat ulang item...",""
"Refresh items list","Muat ulang daftar item",""
"Empty","Kosong",""
"Syncing","Sinkronisasi",""
"Ready","Siap",""
"Never","Tidak Pernah",""
"Cache empty","Cache Kosong",""
"Cache syncing","Sinkronisasi Cache",""
"Cache ready","Cache Siap",""
"Access your point of sale system","Akses ke sistem penjualan Anda",""
"Your cart is empty","Keranjang Masih Kosong",""
"Cart Items","Item Keranjang",""
"Clear","Hapus",""
"Last 7 Days","7 hari terakhir",""
"Last 30 Days","30 hari terakhir",""
"All Status","Semua Status",""
"Partly Paid","Bayar Sebagianً",""
"Overdue","Jatuh Tempo",""
"Negative Stock","Stok Negatif",""
"Cart","Keranjang",""
"Welcome to POS Next","Selamat Datang di POS Next",""
"Please open a shift to start making sales","Silakan buka shift baru untuk mulai berjualan.",""
"Clear Cart?","Kosongkan Keranjang?",""
"Remove all {0} items from cart?","Apakah Anda ingin menghapus semua item ({0}) dari keranjang?",""
"Clear All","Hapus Semua",""
"Sign Out Confirmation","Konfirmasi Keluar",""
"Your Shift is Still Open!","Shift Anda Masih Tersedia!",""
"Close your shift first to save all transactions properly","Tutup shift Anda terlebih dahulu untuk menyimpan semua transaksi dengan benar.",""
"Close Shift & Sign Out","Tutup Shift & Keluar",""
"Skip & Sign Out","Lewati & Keluar",""
"Sign Out?","Ingin Keluar?",""
"You will be logged out of POS Next","Anda akan keluar dari POS Next.",""
"Sign Out","Keluar",""
"Signing Out...","Keluar...",""
"Invoice Created Successfully","Faktur Berhasil Dibuat",""
"Invoice {0} created successfully!","Faktur {0} berhasil dibuat!",""
"Total: {0}","Total: {0}",""
"An unexpected error occurred.","Terjadi kesalahan yang tidak terduga.",""
"Delete Invoice","Hapus Faktur",""
"Try Again","Ulangi Lagi",""
"Tax mode updated. Cart recalculated with new tax settings.","Mode pajak telah diperbarui. Keranjang belanja telah dihitung ulang.",""
"Discount settings changed. Cart recalculated.","Pengaturan diskon telah diperbarui. Keranjang belanja telah dihitung ulang.",""
"Prices are now tax-exclusive. This will apply to new items added to cart.","Harga yang tertera belum termasuk pajak (untuk barang baru).",""
"Negative stock sales are now allowed","Penjualan dengan stok negatif diperbolehkan",""
"Negative stock sales are now restricted","Penjualan dengan stok negatif tidak diperbolehkan.",""
"Credit Sale","Penjualan Kredit",""
"Write Off Change","Penghapusan Pecahan/Cacat",""
"Partial Payment","Pembayaran Terpisah/Sebagian",""
"Silent Print","Print Langsung",""
"{0} settings applied immediately","{0} pengaturan diterapkan",""
"You can now start making sales","Anda dapat berjualan sekarang",""
"Shift closed successfully","Shift berhasil ditutup",""
"Insufficient Stock","Stok tidak mencukupi",""
"Item: {0}","Item: {0}",""
"\"{0}\" cannot be added to cart. Bundle is out of stock. Allow Negative Stock is disabled.","\"{0}\" tidak dapat ditambahkan ke keranjang. Stok paket item habis. Stok Negatif tidak aktif.",""
"\"{0}\" cannot be added to cart. Item is out of stock. Allow Negative Stock is disabled.","\"{0}\" tidak dapat ditambahkan ke keranjang. Stok item habis. Stok Negatif tidak aktif.",""
"Please add items to cart before proceeding to payment","Mohon tambahkan item ke keranjang belanja Anda sebelum melakukan pembayaran",""
"Please select a customer before proceeding","Silakan pilih pelanggan terlebih dahulu.",""
"Invoice saved offline. Will sync when online","Faktur telah disimpan secara lokal (offline). Faktur tersebut akan disinkronkan nanti",""
"Unknown","Tidak diketahui",""
"Invoice {0} created and sent to printer","Faktur {0} telah diterbitkan dan dikirim untuk dicetak",""
"Invoice {0} created but print failed","Faktur {0} telah diterbitkan tetapi proses cetak gagal",""
"Invoice {0} created successfully","Faktur {0} berhasil diterbitkan",""
"All items removed from cart","Keranjang dikosongkan",""
"{0} added to cart","{0} telah ditambahkan ke keranjang",""
"{0} ({1}) added to cart","{0} ({1}) telah ditambahkan ke keranjang",""
"Failed to process selection. Please try again.","Proses memilih gagal. Silakan coba lagi",""
"Return invoice {0} created successfully","Faktur pengembalian {0} berhasil dibuat",""
"Creating return for invoice {0}","Faktur pengembalian sedang diproses {0}",""
"{0} created and selected","{0} dibuat dan dipilih",""
"All cached data has been cleared successfully","Semua data cache berhasil dihapus",""
"Failed to clear cache. Please try again.","Cache gagal dihapus. Silakan coba lagi.",""
"Your point of sale system is ready to use.","Kasir Anda sudah siap digunakan.",""
"Shift Status","Status Shift",""
"Shift is Open","Shift Sedang Terbuka",""
"Start Sale","Mulai Berjualan",""
"No Active Shift","Tidak Ada Shift Aktif",""
"You need to open a shift before you can start making sales.","Shift harus dibuka sebelum aktifitas penjualan dimulai.",""
"System Test","Pengujian Sistem",""
"Test Connection","Uji Koneksi",""
"✓ Connection successful: {0}","✓ Koneksi berhasil: {0}",""
"✗ Connection failed: {0}","✗ Koneksi gagal: {0}",""
"Confirm Sign Out","Konfirmasi Untuk Keluar",""
"Active Shift Detected","Shift Aktif Terdeteksi",""
"You have an active shift open. Would you like to:","Saat ini Anda sedang aktif. Apakah Anda ingin?",""
"Are you sure you want to sign out of POS Next?","Apakah Anda yakin ingin keluar dari POS Next?",""
"Sign Out Only","Hanya Keluar",""
"TAX INVOICE","FAKTUR PAJAK",""
"Invoice #:","Faktur #:",""
"Date:","Tanggal:",""
"Customer:","Pelanggan:",""
"PARTIAL PAYMENT","PEMBAYARAN TERPISAH/SEBAGIAN",""
"(FREE)","(GRATIS)",""
"Subtotal:","",""
"Tax:","Pajak:",""
"TOTAL:",TOTAL":",""
"Total Paid:","Total yang Dibayar:",""
"Change:","Sisanya:",""
"BALANCE DUE:","Jumlah yang harus Dibayar:",""
"Thank you for your business!","Terima kasih atas bisnis Anda!",""
"Offline invoice deleted successfully","Faktur (yang belum diproses) berhasil dihapus",""
"Failed to delete offline invoice","Penghapusan faktur gagal",""
"Cannot sync while offline","Tidak dapat melakukan sinkronisasi saat offline",""
"{0} invoice(s) synced successfully","{0} faktur isinkronkan",""
"Loading customers for offline use...","Sedang memuat data pelanggan untuk penggunaan offline...",""
"Data is ready for offline use","Data siap untuk digunakan secara offline.",""
"Some data may not be available offline","Beberapa data mungkin tidak tersedia secara offline.",""
"POS is offline without cached data. Please connect to sync.","Sistem sedang offline dan tidak ada data yang tersimpan. Silakan sambungkan ke internet.",""
"{0} applied successfully","{0} telah diterapkan",""
"Discount has been removed from cart","Diskon telah dihapus dari keranjang belanja.",""
"Add items to the cart before applying an offer.","Tambahkan item ke keranjang sebelum menerapkan penawaran.",""
"Your cart doesn't meet the requirements for this offer.","Keranjang belanja Anda tidak memenuhi persyaratan untuk penawaran ini.",""
"Failed to apply offer. Please try again.","Penawaran gagal diterapkan. Silakan coba lagi.",""
"Offer has been removed from cart","Penawaran telah dihapus dari keranjang belanja",""
"Failed to update cart after removing offer.","Gagal memperbarui keranjang belanja setelah menghapus penawaran.",""
"Unit changed to {0}","Unit diubah menjadi {0}",""
"Failed to update UOM. Please try again.","Gagal memperbarui UOM. Silakan coba lagi.",""
"{0} updated successfully","{0} berhasil diperbarui",""
"Failed to update item. Please try again.","Gagal memperbarui item. Silakan coba lagi.",""
"{0}h {1}m {2}s","{0}j {1}m {2}s",""
"Sync Complete","Sinkronisasi selesai",""
"Search by phone: {0}","Cari berdasarkan telepon: {0}",""
"Search by email: {0}","Cari berdasarkan email: {0}",""
"Create new customer: {0}","Buat pelanggan baru: {0}",""
"From {0}","Dari {0}",""
"Until {0}","Sampai {0}",""
"Validation Error","Kesalahan Validasi",""
"Permission Denied","Izin Ditolak",""
"Not Found","Tidak Ditemukan",""
"Server Error","Kesalahan Server",""
"Not enough stock available in the warehouse.\n\nPlease reduce the quantity or check stock availability.","Stok di gudang tidak mencukupi.\n\nMohon kurangi jumlahnya atau periksa ketersediaan stok.",""
"Pricing Error","Kesalahan Harga",""
"Customer Error","Kesalahan Pelanggan",""
"Tax Configuration Error","Kesalahan Konfigurasi Pajak",""
"Payment Error","Kesalahan Pembayaran",""
"Naming Series Error","Kesalahan Penamaan Seri",""
"Connection Error","Kesalahan Koneksi",""
"Unable to connect to server. Check your internet connection.","Tidak dapat terhubung ke server. Periksa koneksi internet Anda.",""
"Duplicate Entry","Entri Duplikat",""
"Error Report - POS Next","Laporan Kesalahan - POS Next",""
"Title: {0}","Judul: {0}",""
"Type: {0}","Jenis: {0}",""
"Message: {0}","Pesan: {0}",""
"Technical: {0}","Teknis: {0}",""
"Timestamp: {0}","",""
"User: {0}","User: {0}",""
"POS Profile: {0}","POS Profil: {0}",""
"Partial Payments","Pembayaran Terpisah/Sebagian",""
"Manage invoices with pending payments","Kelola faktur dengan pembayaran yang tertunda",""
"{0} invoice - {1} outstanding","{0} faktur - {1} belum dibayar",""
"{0} invoices - {1} outstanding","{0} faktur - {1} belum dibayar",""
"Loading invoices...","Memuat faktur...",""
"No Partial Payments","Tidak ada pembayaran Terpisah/sebagian.",""
"All invoices are either fully paid or unpaid","Semua faktur dalam kondisi lunas atau belum lunas",""
"Add Payment","Tambahkan Pembayaran",""
"Payment History","Riwayat Pembayaran",""
"Failed to load partial payments","Pembayaran terpisah/sebagian gagal dimuat",""
"Payment added successfully","Pembayaran berhasil ditambahkan.",""
"Failed to add payment","Gagal menambahkan pembayaran",""
"Open POS Shift","POS Shift",""
"Select POS Profile","Pilih POS Profil",""
"No POS Profiles available. Please contact your administrator.","Tidak ada POS Profil yang tersedia. Mohon kontak pihak Administrasi.",""
"Change Profile","Ganti Profil",""
"Opening Balance (Optional)","Saldo awal (opsional)",""
"No payment methods configured for this POS Profile","Belum ada metode pembayaran yang dikonfigurasi untuk file point-of-sale ini",""
"Existing Shift Found","Shift yang Terbuka",""
"You have an open shift. Would you like to resume it or close it and open a new one?","Anda memiliki shift yang terbuka. Apakah Anda ingin melanjutkannya atau menutupnya dan membuat shift baru?",""
"<strong>POS Profile:</strong> {0}","<strong>POS Profil:</strong> {0}",""
"<strong>Opened:</strong> {0}","<strong>Dibuka:</strong> {0}",""
"Resume Shift","Lanjutkan Shift",""
"Close & Open New","Tutup & Buat Baru",""
"Back","Kembali",""
"At least {0} items required","Setidaknya {0} item diperlukan",""
"Maximum {0} items allowed for this offer","Jumlah maksimum {0} item yang diizinkan untuk ditampilkan",""
"Minimum cart value of {0} required","Keranjang minimum {0} diperlukan",""
"Maximum cart value exceeded ({0})","Nilai maksimum keranjang telah terlampaui ({0})",""
"Cart does not contain eligible items for this offer","Keranjang belanja tidak berisi item apa pun yang memenuhi syarat untuk penawaran ini",""
"Cart does not contain items from eligible groups","Keranjang belanja tidak berisi item dari kelompok yang memenuhi syarat",""
"Cannot save an empty cart as draft","Keranjang kosong tidak dapat disimpan sebagai draf",""
"Invoice saved as draft successfully","Faktur berhasil disimpan sebagai draf",""
"Failed to save draft","Gagal menyimpan draf",""
"Draft invoice loaded successfully","Draf faktur berhasil dimuat",""
"Failed to load draft","Gagal memuat draf",""
"Close POS Shift","Menutup POS Shift",""
"Loading shift data...","Memuat data shift...",""
"Calculating totals and reconciliation...","Menghitung total dan rekonsiliasi...",""
"Duration","Durasi Waktu",""
"Total Sales","Total Penjualan",""
"{0} invoices","{0} faktur",""
"Net Amount","Jumlah Bersih",""
"Before tax","Sebelum Pajak",""
"Items Sold","Item yang Terjual",""
"Total items","Total Item",""
"Tax Collected","Pajak yang Dipungut",""
"Total tax","Total Pajak",""
"No Sales During This Shift","Tidak ada penjualan pada shift ini",""
"No invoices were created. Closing amounts should match opening amounts.","Tidak ada faktur yang dibuat. Jumlah penutupan harus sesuai dengan jumlah pembukaan.",""
"Invoice Details","Detail Faktur",""
"{0} transactions • {1}","{0} transaksi • {1}",""
"N/A","N/A",""
"Total:","Total:",""
"Payment Reconciliation","Rekonsiliasi Pembayaran",""
"Count your cash and enter actual amounts below","Hitung uang tunai dan masukkan jumlah sebenarnya/aktual di bawah ini.",""
"✓ Shift Closed","✓ Shift telah ditutup",""
"Total Variance","Total Selisih",""
"Enter actual amount for {0}","Masukkan jumlah sebenarnya dari {0}",""
"Expected: <span class=\"font-medium\">{0}</span>","Ekspetasi: <span class="font-medium">{0}</span>",""
"✓ Balanced","✓ Sesuai/Seimbang",""
"Over {0}","Kelebihan {0}",""
"Short {0}","Kekurangan {0}",""
"Opening","Pembukaan",""
"Shift start","Saat Dimulai",""
"Expected","Ekspetasi",""
"No sales","Tidak ada penjualan",""
"Actual Amount *","Jumlah Aktual *",""
"Final Amount","Jumlah akhir",""
"Count & enter","Hitung dan Enter",""
"Cash Over","Kelebihan Uang Tunai",""
"Cash Short","Kekurangan Uang Tunai",""
"You have more than expected.","Anda mendapatkan lebih dari ekspetasi.",""
"You have less than expected.","Anda mendapatkan hasil yang lebih sedikit dari ekspetasi.",""
"Total Expected","Total Ekspetasi",""
"Total Actual","Total Aktual",""
"Net Variance","Selisih Bersih",""
"Tax Summary","Ringkasan Pajak",""
"Total Tax Collected","Jumlah pajak yang dipungut",""
"Error Closing Shift","Terjadi kesalahan saat menutup shift",""
"Dismiss","Tutup",""
"Failed to Load Shift Data","Gagal memuat data shift",""
"Please enter all closing amounts","Harap masukkan semua jumlah penutupan shift",""
"✓ Shift closed successfully","✓ Shift berhasil ditutup",""
"Closing Shift...","Tutup Shift...",""
"{0}h {1}m","{0}jam {1}menit",""
"{0}m","{0}menit",""
"-- Select --","-- Pilih --",""
"Select Customer","Pilih Pelanggan",""
"Search and select a customer for the transaction","Cari dan pilih pelanggan untuk transaksi tersebut",""
"Search customers by name, mobile, or email...","Cari pelanggan berdasarkan nama, nomor ponsel, atau email...",""
"Search customers","Search customers",""
"⭐ Recent & Frequent","⭐ Paling baru dan paling sering digunakanً",""
"{0} of {1} customers","{0} dari {1} pelanggan",""
"• Use ↑↓ to navigate, Enter to select","• Gunakan ↑↓ untuk navigasi, Enter untuk memilih",""
"Loading customers...","Sedang memuat pelanggan...",""
"No customers available","Tidak ada pelanggan yang tersedia",""
"Create your first customer to get started","Buat pelanggan pertama Anda untuk memulai",""
"No results for \"{0}\"","Tidak ada hasil yang ditemukan untuk "{0}"",""
"Try a different search term or create a new customer","Coba istilah pencarian lain atau buat pelanggan baru",""
"+ Create New Customer","+ Buat Pelanggan Baru",""
"All Items","Semua Item",""
"Consumable","Item Habis Pakai",""
"Raw Material","Bahan Mentah",""
"Sub Assemblies","Bahan Rakitan",""
"Syncing catalog in background... {0} items cached","Syncing catalog in background... {0} items cached",""
"Search items","Cari Item",""
"Barcode Scanner: ON (Click to disable)","Barcode Scanner: ON (Click to disable)",""
"Barcode Scanner: OFF (Click to enable)","Barcode Scanner: OFF (Click to enable)",""
"Disable barcode scanner","Disable barcode scanner",""
"Enable barcode scanner","Enable barcode scanner",""
"Auto-Add: ON - Press Enter to add items to cart","Auto-Add: ON - Press Enter to add items to cart",""
"Auto-Add: OFF - Click to enable automatic cart addition on Enter","Auto-Add: OFF - Click to enable automatic cart addition on Enter",""
"Disable auto-add","Disable auto-add",""
"Enable auto-add","Enable auto-add",""
"Auto","Otomatis",""
"Grid View","Tampilan Kotak",""
"Switch to grid view","Beralih ke tampilan kotak",""
"List View","Tampilan Daftar",""
"Switch to list view","Beralih ke tampilan list",""
"Sorted by {0} A-Z","Urutan Berdasarkan {0} A-Z",""
"Sorted by {0} Z-A","Urutan Berdasarkan {0} Z-A",""
"Sort items","Urutkan Item",""
"Sort Items","Urutkan Item",""
"No Sorting","Jangan Urutkan",""
"Loading items...","Memuat Item...",""
"No results for {0} in {1}","Tidak ada hasil untuk {0} di {1}",""
"No results in {0}","Tidak ada hasil di {0}",""
"No results for {0}","Tidak ada hasil untuk {0}",""
"No items available","Tidak ada item yang tersedia",""
"{0}: {1} {2}","",""
"Nos","",""
"Check availability in other warehouses","Periksa ketersediaan di gudang lain",""
"Check Availability in All Wherehouses","Periksa ketersediaan di semua gudang",
"Selected","Terpilih",
"Check warehouse availability","Periksa ketersediaan gudang",""
"Loading more items...","Sedang memuat Lebih banyak...",""
"All items loaded","Semua item telah dimuat",""
"{0} items found","{0} Item ditemukan",""
"{0} - {1} of {2}","{0} - {1} dari {2}",""
"Go to first page","Kembali ke halaman pertama",""
"Go to previous page","Kembali ke halaman sebelumnya",""
"Go to page {0}","Buka halaman {0}",""
"Go to next page","Lanjut ke halaman berikutnya",""
"Go to last page","Kembali ke halaman sebelumnya",""
"Code","Kode Item",""
"Rate","Harga",""
"Qty","Kuantitas",""
"UOM","UOM",""
"{0}: {1} Bundles","{0}: {1} Paket Item",""
"Auto-Add ON - Type or scan barcode","Tambah Otomatis Item AKTIF - Ketik atau pindai barcode",""
"Scanner ON - Enable Auto for automatic addition","Pemindai AKTIF - Aktifkan tambah otomatis item untuk penambahan otomatis",""
"Search by item code, name or scan barcode","Cari berdasarkan kode item, nama, atau pemindaian barcode",""
"Item Not Found: No item found with barcode: {0}","Item Tidak Ditemukan: Tidak ada item yang ditemukan dengan barcode: {0}",""
"Multiple Items Found: {0} items match barcode. Please refine search.","Beberapa Item Ditemukan: {0} item cocok dengan barcode. Harap perbaiki pencarian.",""
"Multiple Items Found: {0} items match. Please select one.","Beberapa Item Ditemukan: {0} item cocok. Silakan pilih salah satu.",""
"Loading invoice details...","Memuat detail faktur...",""
"Return Against:","Pengembalian Terhadap:",""
"Grand Total","Jumlah Total",""
"Taxes:","Total Pajak:",""
"Net Total:","Total Netto:",""
